;Total number of test cases ran;Average number of test cases ran per shrink;Total time spent shrinking;Mean time spent per trace;Mean shrinking percentage - total;Mean shrinking percentage - input
ShortestPathShrinker;53;1.0;4.888207738999999;0.09223033469811319;79.21872636858208;79.21872636858208
ShortestPathLabelCount;53;1.0;4.887687872;0.09222052588679246;79.21872636858208;79.21872636858208
PartialOrderShrinker;53;1.0;4.532966454;0.08552766894339624;79.21872636858208;79.21872636858208
CycleShrink2;75;1.4150943396226414;12.234710194;0.23084358856603773;79.21872636858208;79.21872636858208
BinaryShrink2;330;6.226415094339623;82.19906905300002;1.5509258311886795;78.87328742118682;78.87328742118682
CycleShrink2, ElemShrink2;177;3.339622641509434;61.63700172599999;1.1629622967169808;79.25403710304536;79.25403710304536
CycleShrink2, BinaryShrink2;158;2.981132075471698;41.75782216999999;0.7878834371698111;79.25403710304536;79.25403710304536
