# Generated on: 2024-07-09 21:57:03.612069679 +0200'# Shrunk Traces 10'
# Start total, inputs: 1453, 481'
# Start: [147, 21, 51, 33, 373, 29, 57, 193, 41, 27]'
# Start inputs: [73, 10, 25, 16, 186, 14, 28, 96, 20, 13]'
# Start max, min, avg: 186, 10, 48.1'
shrinker;time;times;nr_tests;nr_steps;steps;nr_inputs;inputs;end_max;end_min;end_avg;end;end_all_max;end_all_min;end_all_avg;end_all;nr_passed_tests;nr_passed_steps;nr_passed_inputs;nr_failed_tests;nr_failed_steps;nr_failed_inputs;nr_unr_tests;nr_unr_steps;nr_unr_inputs;time_step
'[Shrinking::ShortestPathShrinker]';83.968718946;'[1.756496363, 1.414659257, 9.801616563, 1.027163764, 46.697729239, 9.90811565, 10.009077861, 1.160435589, 1.074371694, 1.119052966]';165;1054;'[23, 23, 129, 23, 529, 129, 129, 23, 23, 23]';522;'[11, 11, 64, 11, 264, 64, 64, 11, 11, 11]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'155';'964';'482';'10';'90';'40';'0';'0';'0';0.07966671626755217
'[Shrinking::ShortestPathLabelCount]';52.40740231;'[1.149566858, 1.087175505, 6.308454308, 1.126181812, 27.238497379, 6.101393747, 6.111748154, 1.058949456, 1.134586592, 1.090848499]';111;724;'[23, 23, 85, 23, 331, 85, 85, 23, 23, 23]';357;'[11, 11, 42, 11, 165, 42, 42, 11, 11, 11]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'101';'634';'317';'10';'90';'40';'0';'0';'0';0.07238591479281768
'[Shrinking::PartialOrderShrinker]';71.56077051199999;'[1.042380195, 1.089636143, 7.184764123, 1.029309825, 44.654051584, 4.591987145, 8.802541533, 0.532819733, 1.055858021, 1.57742221]';148;946;'[23, 23, 99, 23, 529, 63, 117, 15, 23, 31]';468;'[11, 11, 49, 11, 264, 31, 58, 7, 11, 15]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'138';'856';'428';'10';'90';'40';'0';'0';'0';0.07564563479069766
'[Shrinking::CycleShrink2]';16.732108493;'[1.617082049, 0.576785267, 0.5923176, 1.1453787, 5.32572151, 3.227171989, 3.546690812, 0.097935745, 0.069127574, 0.533897247]';57;631;'[59, 28, 43, 34, 135, 96, 124, 33, 47, 32]';302;'[28, 13, 20, 16, 66, 47, 60, 15, 22, 15]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'30';'284';'142';'27';'347';'160';'0';'0';'0';0.02651681219175911
'[Shrinking::BinaryShrink2]';25.181361752;'[2.544306446, 2.665951784, 1.719485734, 2.144989237, 3.161383967, 3.483323215, 1.925481194, 1.574713439, 2.491234445, 3.470492291]';122;1989;'[252, 69, 91, 67, 483, 169, 200, 256, 249, 153]';974;'[123, 33, 45, 33, 238, 82, 98, 126, 122, 74]';5;4;4.3;'[4, 4, 4, 4, 4, 5, 4, 4, 5, 5]';11;9;9.6;'[9, 9, 9, 9, 9, 11, 9, 9, 11, 11]';'41';'398';'199';'61';'1503';'721';'20';'88';'54';0.012660312595274007
'[Shrinking::CycleShrink2, Shrinking::ElemShrink2]';32.55682367799999;'[3.2759057059999996, 2.231466528, 2.139798974, 2.707011886, 6.898012089, 4.762895981, 5.1336408769999995, 1.670348417, 1.651600089, 2.086143131]';97;837;'[80, 49, 62, 55, 154, 115, 145, 56, 70, 51]';410;'[39, 24, 30, 27, 76, 57, 71, 27, 34, 25]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'60';'464';'232';'27';'347';'160';'10';'26';'18';0.038897041431302265
'[Shrinking::CycleShrink2, Shrinking::BinaryShrink2]';35.130456867999996;'[3.733393954, 2.629158441, 2.143773315, 3.232398624, 6.905762504, 5.35657084, 5.156327443, 1.72711872, 1.634605269, 2.611347758]';107;832;'[80, 49, 61, 55, 153, 115, 144, 55, 69, 51]';410;'[39, 24, 30, 27, 76, 57, 71, 27, 34, 25]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';9;9;9.0;'[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]';'65';'454';'227';'27';'347';'160';'15';'31';'23';0.042224106812499995
