# Generated on: 2024-07-09 21:40:32.981886095 +0200'# Shrunk Traces 10';;;;;;;;;;;;;;;;;;;;;;;;;
# Start total, inputs: 918, 306';;;;;;;;;;;;;;;;;;;;;;;;;
# Start: [118, 40, 26, 38, 50, 44, 4, 58, 94, 140]';;;;;;;;;;;;;;;;;;;;;;;;;
# Start inputs: [59, 20, 13, 19, 25, 22, 2, 29, 47, 70]';;;;;;;;;;;;;;;;;;;;;;;;;
# Start max, min, avg: 70, 2, 30.6';;;;;;;;;;;;;;;;;;;;;;;;;
shrinker;time;times;nr_tests;nr_steps;steps;nr_inputs;inputs;end_max;end_min;end_avg;end;end_all_max;end_all_min;end_all_avg;end_all;nr_passed_tests;nr_passed_steps;nr_passed_inputs;nr_failed_tests;nr_failed_steps;nr_failed_inputs;nr_unr_tests;nr_unr_steps;nr_unr_inputs;time_step
'[Shrinking::ShortestPathShrinker]';10.85978569;'[1.047602492, 1.038233439, 1.068663493, 1.058568191, 1.060223401, 1.0501744, 1.095043777, 1.043297343, 1.054543092, 1.343436064]';30;126;'[12, 12, 12, 12, 12, 12, 12, 12, 18, 12]';63;'[6, 6, 6, 6, 6, 6, 6, 6, 9, 6]';3;2;2.1;'[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]';6;4;4.2;'[4, 4, 4, 4, 4, 4, 4, 4, 6, 4]';'20';'84';'42';'10';'42';'21';'0';'0';'0';0.086188775
'[Shrinking::ShortestPathLabelCount]';10.80137165;'[1.058187413, 1.079605283, 1.097017091, 1.085944743, 1.091349824, 1.139941866, 1.045055719, 1.066906289, 1.090962517, 1.046400902]';30;126;'[12, 12, 12, 12, 12, 12, 12, 12, 18, 12]';63;'[6, 6, 6, 6, 6, 6, 6, 6, 9, 6]';3;2;2.1;'[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]';6;4;4.2;'[4, 4, 4, 4, 4, 4, 4, 4, 6, 4]';'20';'84';'42';'10';'42';'21';'0';'0';'0';0.085725172
'[Shrinking::PartialOrderShrinker]';1.986345922;'[0.024638736, 0.038286129, 0.559813028, 0.014875486, 0.013896878, 1.218010822, 0.032825282, 0.036784088, 0.030886487, 0.016328986]';13;54;'[4, 4, 8, 4, 4, 12, 4, 4, 6, 4]';27;'[2, 2, 4, 2, 2, 6, 2, 2, 3, 2]';3;2;2.1;'[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]';6;4;4.2;'[4, 4, 4, 4, 4, 4, 4, 4, 6, 4]';'3';'12';'6';'10';'42';'21';'0';'0';'0';0.036784184
'[Shrinking::CycleShrink2]';0.080810352;'[0.00439047, 0.004648832, 0.006826744, 0.009577414, 0.006646624, 0.015718766, 0.005224385, 0.008572834, 0.015229825, 0.003974458]';13;62;'[4, 4, 10, 10, 4, 12, 4, 4, 6, 4]';31;'[2, 2, 5, 5, 2, 6, 2, 2, 3, 2]';3;2;2.1;'[2, 2, 2, 2, 2, 2, 2, 2, 3, 2]';6;4;4.2;'[4, 4, 4, 4, 4, 4, 4, 4, 6, 4]';'0';'0';'0';'13';'62';'31';'0';'0';'0';0.001303393
'[Shrinking::BinaryShrink2]';6.437297999;'[0.576352366, 0.539468347, 1.031054963, 0.528358338, 0.523312775, 0.56764176, 0.501842475, 0.547613263, 1.047343875, 0.574309837]';64;750;'[132, 54, 38, 53, 48, 141, 2, 68, 52, 162]';377;'[66, 27, 19, 27, 24, 72, 1, 34, 26, 81]';3;2;2.1;'[2, 2, 2, 2, 2, 3, 2, 2, 2, 2]';6;4;4.4;'[4, 4, 4, 4, 4, 6, 4, 4, 4, 4]';'12';'28';'14';'48';'712';'356';'4';'10';'7';0.008583064
'[Shrinking::CycleShrink2, Shrinking::ElemShrink2]';10.16298695;'[1.0088450759999998, 1.010007154, 1.012883329, 1.015022233, 1.013135484, 1.022066094, 1.008096741, 1.013704592, 1.029724382, 1.029501864]';34;108;'[8, 8, 14, 14, 8, 16, 8, 8, 16, 8]';54;'[4, 4, 7, 7, 4, 8, 4, 4, 8, 4]';2;2;2;'[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]';4;4;4;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';'20';'42';'21';'14';'66';'33';'0';'0';'0';0.094101731
'[Shrinking::CycleShrink2, Shrinking::BinaryShrink2]';5.670226047;'[0.5116483070000001, 0.524158198, 0.5100525100000001, 0.510981673, 0.520927494, 0.523054573, 0.513090463, 0.515423521, 1.0312233210000001, 0.509665987]';25;90;'[6, 6, 12, 12, 6, 14, 6, 6, 16, 6]';45;'[3, 3, 6, 6, 3, 7, 3, 3, 8, 3]';2;2;2;'[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]';4;4;4;'[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]';'11';'24';'12';'14';'66';'33';'0';'0';'0';0.063002512
