# Generated on: 2024-07-09 21:48:57.939141433 +0200'# Shrunk Traces 7'
# Start total, inputs: 15790, 1031'
# Start: [56, 204, 536, 544, 364, 40, 318]'
# Start inputs: [28, 102, 268, 272, 182, 20, 159]'
# Start max, min, avg: 272, 20, 147.28571428571428'
shrinker;time;times;nr_tests;nr_steps;steps;nr_inputs;inputs;end_max;end_min;end_avg;end;end_all_max;end_all_min;end_all_avg;end_all;nr_passed_tests;nr_passed_steps;nr_passed_inputs;nr_failed_tests;nr_failed_steps;nr_failed_inputs;nr_unr_tests;nr_unr_steps;nr_unr_inputs;time_step
'[Shrinking::ShortestPathShrinker]';4.408976192;'[0.568463154, 0.672640758, 0.688926261, 0.597908795, 0.55876695, 0.770775707, 0.551494567]';7;56;'[8, 8, 8, 8, 8, 8, 8]';28;'[4, 4, 4, 4, 4, 4, 4]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'0';'0';'0';'7';'56';'28';'0';'0';'0';0.0787317177142857
'[Shrinking::ShortestPathLabelCount]';4.320002796000001;'[0.638310836, 0.731793624, 0.658340451, 0.609421243, 0.536195037, 0.607021499, 0.538920106]';7;56;'[8, 8, 8, 8, 8, 8, 8]';28;'[4, 4, 4, 4, 4, 4, 4]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'0';'0';'0';'7';'56';'28';'0';'0';'0';0.07714290707142858
'[Shrinking::PartialOrderShrinker]';4.082783084;'[0.550210601, 0.731103946, 0.597930245, 0.540147326, 0.53510365, 0.600865528, 0.527421788]';7;56;'[8, 8, 8, 8, 8, 8, 8]';28;'[4, 4, 4, 4, 4, 4, 4]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'0';'0';'0';'7';'56';'28';'0';'0';'0';0.07290684078571429
'[Shrinking::CycleShrink2]';11.743668812;'[1.693723144, 1.323281701, 1.882431656, 1.697423409, 1.060597157, 2.989997914, 1.096213831]';19;258;'[32, 24, 42, 56, 22, 50, 32]';129;'[16, 12, 21, 28, 11, 25, 16]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'0';'0';'0';'19';'258';'129';'0';'0';'0';0.04551809617054263
'[Shrinking::BinaryShrink2]';57.685647866000004;'[5.896790886, 6.037977573, 10.345049796, 9.608591078, 8.427559712, 6.859261875, 10.510416946]';108;3208;'[125, 275, 738, 719, 610, 178, 563]';1607;'[63, 138, 369, 360, 306, 89, 282]';5;4;4.428571428571429;'[4, 4, 5, 4, 4, 5, 5]';10;8;8.857142857142858;'[8, 8, 10, 8, 8, 10, 10]';'37';'408';'204';'65';'2780';'1390';'6';'20';'13';0.01798181043204489
'[Shrinking::CycleShrink2, Shrinking::ElemShrink2]';26.243836378000005;'[3.7929378949999997, 3.410528315, 3.9428001580000003, 3.7557302889999997, 3.1452399189999998, 5.054325410000001, 3.142274392]';47;426;'[56, 48, 66, 80, 46, 74, 56]';213;'[28, 24, 33, 40, 23, 37, 28]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'28';'168';'84';'19';'258';'129';'0';'0';'0';0.061605249713615036
'[Shrinking::CycleShrink2, Shrinking::BinaryShrink2]';29.735165601000002;'[4.318692023, 3.877180463, 4.45823093, 4.245959757, 3.625339254, 5.545841243, 3.663921931]';54;426;'[56, 48, 66, 80, 46, 74, 56]';213;'[28, 24, 33, 40, 23, 37, 28]';4;4;4.0;'[4, 4, 4, 4, 4, 4, 4]';8;8;8.0;'[8, 8, 8, 8, 8, 8, 8]';'35';'168';'84';'19';'258';'129';'0';'0';'0';0.06980085821830986
